year,month,day,tow no,tow.id,Time.Logbook,loranx.logbook,lorany.logbook,door spread,wing.spread,hauteur
1989,8,15,1,001,7:30,15078.8,30698.0,NA,NA,NA
1989,8,15,1,001,,15079.3,30695.7,NA,NA,NA
1989,8,15,2,002,8:45,15086.0,30759.6,NA,NA,NA
1989,8,15,2,002,,15086.3,30759.9,NA,NA,NA
1989,8,15,3,003,10:00,15102.0,30827.5,NA,NA,NA
1989,8,15,3,003,,15102.1,30825.7,NA,NA,NA
1989,8,15,4,004,11:15,15088.3,30864.4,NA,NA,NA
1989,8,15,4,004,,15088.8,30862.1,NA,NA,NA
1989,8,15,5,005,12:30,15105.6,30924.0,NA,NA,NA
1989,8,15,5,005,,15105.8,30922.0,NA,NA,NA
1989,8,15,6,006,14:00,15100.7,30990.8,NA,NA,NA
1989,8,15,6,006,,15099.4,30990.6,NA,NA,NA
1989,8,16,1,007,7:30,15140.5,31195.7,NA,NA,NA
1989,8,16,1,007,,15141.3,31197.0,NA,NA,NA
1989,8,16,2,008,9:00,15127.94,31090.82,NA,NA,NA
1989,8,16,2,008,,15128.1,31089.20,NA,NA,NA
1989,8,16,3,009,10:30,15110.5,31028.2,NA,NA,NA
1989,8,16,3,009,,151111.0,31028.2,NA,NA,NA
1989,8,17,1,010,9:30,15097.7,30731.4,NA,NA,NA
1989,8,17,2,011,11:00,15092.3,30666.9,NA,NA,NA
1989,8,17,2,011,,15091.3,30667.6,NA,NA,NA
1989,8,17,3,012,12:15,15082.8,30590.1,NA,NA,NA
1989,8,17,3,012,,15081.9,30591.3,NA,NA,NA
1989,8,17,4,013,13:30,NA,NA,NA,NA,NA
1989,8,18,1,014,7:30,15067.3,30369.6,NA,NA,NA
1989,8,18,1,014,,15065.9,30367.5,NA,NA,NA
1989,8,18,2,015,8:30,15049.6,30297.9,NA,NA,NA
1989,8,18,2,015,,15048.8,30298.0,NA,NA,NA
1989,8,18,3,016,9:45,15031.4,30302.8,NA,NA,NA
1989,8,18,3,016,,15030.4,30301.6,NA,NA,NA
1989,8,18,4,017,11:00,15018.8,30348.4,NA,NA,NA
1989,8,18,4,017,,15018.1,30346.9,NA,NA,NA
1989,8,18,5,018,13:00,15035.7,30360.0,NA,NA,NA
1989,8,18,5,018,,15037.3,30357.3,NA,NA,NA
1989,8,18,6,019,14:00,15057.8,30419.9,NA,NA,NA
1989,8,18,6,019,,15057.6,30417.4,NA,NA,NA
1989,8,18,7,020,15:00,15067.9,30445.4,NA,NA,NA
1989,8,18,7,020,,15067.9,30444.0,NA,NA,NA
1989,8,19,1,021,8:30,15097.0,30454.6,NA,NA,NA
1989,8,19,1,021,,15095.6,30452.0,NA,NA,NA
1989,8,20,1,022,7:15,15094.4,30411.0,NA,NA,NA
1989,8,20,1,022,,15095.1,30409.7,NA,NA,NA
1989,8,20,2,023,8:45,15108.1,30409.6,NA,NA,NA
1989,8,20,2,023,,15108.6,30410.7,NA,NA,NA
1989,8,20,3,024,12:30,15129.7,30468.3,NA,NA,NA
1989,8,20,3,024,,15130.8,30470.2,NA,NA,NA
1989,8,21,1,025,7:45,15077.0,30304.4,NA,NA,NA
1989,8,21,1,025,,15077.3,30303.3,NA,NA,NA
1989,8,21,2,026,8:30,15076.9,30262.4,NA,NA,NA
1989,8,21,2,026,,15072.0,30259.9,NA,NA,NA
1989,8,21,3,027,10:15,15047.7,30171.2,NA,NA,NA
1989,8,21,3,027,,15047.9,30169.4,NA,NA,NA
1989,8,21,4,028,11:00,15036.2,30120.1,NA,NA,NA
1989,8,21,4,028,,15036.5,30119.5,NA,NA,NA
1989,8,21,5,029,NA,15087.7,30249.2,NA,NA,NA
1989,8,21,5,029,,15087.9,30247.8,NA,NA,NA
1989,8,21,6,030,15:30,15094.9,30321.9,NA,NA,NA
1989,8,21,6,030,,15095.1,30320.1,NA,NA,NA
1989,8,22,1,031,7:00,15077.9,30357.0,NA,NA,NA
1989,8,22,1,031,,15077.5,30358.3,NA,NA,NA
1989,8,22,2,032,9:30,15083.1,30526.0,NA,NA,NA
1989,8,22,2,032,,15083.1,30531.4,NA,NA,NA
1989,8,22,3,033,10:15,15070.9,30506.6,NA,NA,NA
1989,8,22,3,033,,15070.6,30509.6,NA,NA,NA
1989,8,23,1,034,7:00,NA,NA,NA,NA,NA
1989,8,23,2,035,9:00,14992.6,30307.1,NA,NA,NA
1989,8,23,2,035,,14992.4,30309.6,NA,NA,NA
1989,8,23,3,036,10:30,14991.7,30206.3,NA,NA,NA
1989,8,23,3,036,,14991.9,30209.3,NA,NA,NA
1989,8,23,4,037,12:00,14979.6,30158.6,NA,NA,NA
1989,8,23,4,037,,14976.9,30161.2,NA,NA,NA
1989,8,23,5,038,13:00,14954.8,30098.7,NA,NA,NA
1989,8,23,5,038,,14955.2,30101.2,NA,NA,NA
1989,8,24,1,039,9:00,15083.8,30529.6,NA,NA,NA
1989,8,24,1,039,,15083.5,30532.2,NA,NA,NA
1989,8,25,1,040,14:00,14952.0,30010.1,NA,NA,NA
1989,8,25,1,040,,14950.1,30017.3,NA,NA,NA
1989,8,25,2,041,16:00,14933.1,29920.5,NA,NA,NA
1989,8,25,2,041,,14933.4,29921.5,NA,NA,NA
1989,8,25,3,042,17:45,14971.4,29964.0,NA,NA,NA
1989,8,25,3,042,,14972.2,29966.3,NA,NA,NA
1989,8,25,4,043,19:00,14987.9,30051.4,NA,NA,NA
1989,8,25,4,043,,14988.4,30053.6,NA,NA,NA
1989,8,26,1,044,6:00,15014.5,30239.6,NA,NA,NA
1989,8,26,1,044,,15013.6,30239.3,NA,NA,NA
1989,8,26,2,045,8:00,14990.3,30141.6,NA,NA,NA
1989,8,26,2,045,,14990.3,30139.2,NA,NA,NA
1989,8,26,3,046,9:00,14991.8,30148.4,NA,NA,NA
1989,8,26,3,046,,14992.5,30148.6,NA,NA,NA
1989,8,27,1,047,10:30,15026.2,30172.9,NA,NA,NA
1989,8,27,1,047,,15026.2,30170.6,NA,NA,NA
1989,8,27,2,048,12:00,15010.3,30096.3,NA,NA,NA
1989,8,27,2,048,,15010.3,30094.1,NA,NA,NA
1989,8,27,3,049,13:00,15012.9,30031.8,NA,NA,NA
1989,8,27,3,049,,15013.0,30030.0,NA,NA,NA
1989,8,28,1,050,8:00,15020.2,30017.7,NA,NA,NA
1989,8,28,1,050,,15020.0,30014.8,NA,NA,NA
1989,8,28,2,051,9:00,15006.3,29966.2,NA,NA,NA
1989,8,28,2,051,,15005.6,29965.0,NA,NA,NA
1989,8,28,3,052,10:00,14969.7,29832.7,NA,NA,NA
1989,8,28,3,052,,14969.0,29832.0,NA,NA,NA
1989,8,28,4,053,12:00,14972.6,29879.2,NA,NA,NA
1989,8,28,4,053,,14973.1,29878.4,NA,NA,NA
1989,8,28,5,054,13:00,14960.0,29877.8,NA,NA,NA
1989,8,28,5,054,,14960.0,29875.9,NA,NA,NA
1989,8,28,6,055,14:00,14952.6,29870.2,NA,NA,NA
1989,8,28,6,055,,14952.6,29868.0,NA,NA,NA
1989,8,29,1,056,7:30,14826.3,29737.0,NA,NA,NA
1989,8,29,1,056,,14826.5,29734.0,NA,NA,NA
1989,8,31,1,057,8:30,14573.5,29271.9,NA,NA,NA
1989,8,31,1,057,,14572.6,29269.2,NA,NA,NA
1989,8,31,2,058,9:55,14577.1,29349.8,NA,NA,NA
1989,8,31,2,058,,14576.5,29347.3,NA,NA,NA
1989,8,31,3,059,11:21,14589.6,29459.2,NA,NA,NA
1989,8,31,3,059,,14589.2,29457.3,NA,NA,NA
1989,9,1,1,060,7:21,14599.2,29516.7,NA,NA,NA
1989,9,1,1,060,,14598.7,29514.4,NA,NA,NA
1989,9,1,2,061,8:10,14589.7,29517.8,NA,NA,NA
1989,9,1,2,061,,14589.4,29515.3,NA,NA,NA
1989,9,1,3,062,9:27,14556.7,29442.2,NA,NA,NA
1989,9,1,3,062,,14556.3,29440.5,NA,NA,NA
1989,9,3,1,063,8:05,14519.3,29298.0,NA,NA,NA
1989,9,3,1,063,,14517.9,29295.7,NA,NA,NA
1989,9,3,2,064,9:25,14551.9,29303.3,NA,NA,NA
1989,9,3,2,064,,14550.7,29299.7,NA,NA,NA
1989,9,3,3,065,10:21,14550.8,29349.3,NA,NA,NA
1989,9,3,3,065,,14549.7,29346.7,NA,NA,NA
1989,9,3,4,066,11:17,14533.8,29381.3,NA,NA,NA
1989,9,3,4,066,,14532.9,29378.6,NA,NA,NA
1989,9,3,5,067,12:25,14548.9,29434.4,NA,NA,NA
1989,9,3,5,067,,14548.1,29432.0,NA,NA,NA
1989,9,3,6,068,13:12,14529.4,29429.4,NA,NA,NA
1989,9,3,6,068,,14528.5,29427.7,NA,NA,NA
1989,9,5,1,069,7:04,14600.9,29537.4,NA,NA,NA
1989,9,5,1,069,,14600.6,29534.2,NA,NA,NA
1989,9,5,2,070,8:19,14596.3,29607.2,NA,NA,NA
1989,9,5,2,070,,14595.8,29602.0,NA,NA,NA
1989,9,5,3,071,9:22,14612.3,29628.4,NA,NA,NA
1989,9,5,3,071,,14612.3,29625.2,NA,NA,NA
1989,9,5,4,072,10:27,14626.3,29682.1,NA,NA,NA
1989,9,5,4,072,,14626.0,29679.1,NA,NA,NA
1989,9,6,1,073,10:00,14583.6,29690.5,NA,NA,NA
1989,9,6,1,073,,14583.0,29687.5,NA,NA,NA
1989,9,6,2,074,11:18,14624.8,29721.6,NA,NA,NA
1989,9,6,2,074,,14625.6,29718.9,NA,NA,NA
1989,9,6,3,075,12:39,14621.2,29779.4,NA,NA,NA
1989,9,6,3,075,,14621.6,29776.6,NA,NA,NA
1989,9,6,4,076,13:35,14693.9,29776.5,NA,NA,NA
1989,9,6,4,076,,14644.2,29774.4,NA,NA,NA
1989,9,6,5,077,13:55,14644.7,29772.6,NA,NA,NA
1989,9,6,5,077,,14644.8,29770.3,NA,NA,NA
1989,9,6,6,078,14:52,14658.2,29730.8,NA,NA,NA
1989,9,6,6,078,,14658.2,29729.4,NA,NA,NA
1989,9,6,7,079,15:52,14659.6,29659.1,NA,NA,NA
1989,9,6,7,079,,14659.6,29657.1,NA,NA,NA
1989,9,6,8,080,16:55,14680.8,29726.3,NA,NA,NA
1989,9,6,8,080,,14680.7,29724.2,NA,NA,NA
1989,9,6,9,081,17:44,14688.5,29770.3,NA,NA,NA
1989,9,6,9,081,,14688.5,29767.9,NA,NA,NA
1989,9,6,10,082,18:59,14708.6,29732.2,NA,NA,NA
1989,9,6,10,082,,14708.7,29729.4,NA,NA,NA
1989,9,6,11,083,19:54,14720.4,29789.3,NA,NA,NA
1989,9,6,11,083,,14720.7,29787.3,NA,NA,NA
1989,9,7,1,084,6:15,14718.6,29841.3,NA,NA,NA
1989,9,7,1,084,,14719.0,29838.9,NA,NA,NA
1989,9,7,2,085,7:03,14726.9,29841.1,NA,NA,NA
1989,9,7,2,085,,14728.1,29838.4,NA,NA,NA
1989,9,7,3,086,11:59,14692.5,30064.5,NA,NA,NA
1989,9,7,3,086,,14692.6,30061.4,NA,NA,NA
1989,9,7,4,087,12:27,14711.4,30148.6,NA,NA,NA
1989,9,7,4,087,,14711.7,30146.2,NA,NA,NA
1989,9,7,5,088,13:18,14719.8,30180.5,NA,NA,NA
1989,9,7,5,088,,14720.1,30178.4,NA,NA,NA
1989,9,7,6,089,14:37,14736.8,30275.2,NA,NA,NA
1989,9,7,6,089,,14737.1,30273.5,NA,NA,NA
1989,9,8,1,090,6:17,14785.2,30258.9,NA,NA,NA
1989,9,8,1,090,,14785.6,30256.7,NA,NA,NA
1989,9,8,2,091,7:00,14785.2,30258.9,NA,NA,NA
1989,9,8,2,091,,14785.6,30256.7,NA,NA,NA
1989,9,8,3,092,8:13,14749.8,30134.5,NA,NA,NA
1989,9,8,3,092,,14750.3,30133.3,NA,NA,NA
1989,9,8,4,093,9:12,14770.1,30106.0,NA,NA,NA
1989,9,8,4,093,,14770.8,30105.0,NA,NA,NA
1989,9,8,5,094,10:05,14810.3,30186.1,NA,NA,NA
1989,9,8,5,094,,14811.0,30185.4,NA,NA,NA
1989,9,8,6,095,11:15,14830.9,30225.0,NA,NA,NA
1989,9,8,6,095,,14831.7,30224.4,NA,NA,NA
1989,9,8,7,096,12:25,14832.6,30226.0,NA,NA,NA
1989,9,8,7,096,,14833.4,30225.9,NA,NA,NA
1989,9,8,8,097,13:29,14840.6,30282.4,NA,NA,NA
1989,9,8,8,097,,14841.6,30282.9,NA,NA,NA
1989,9,8,9,098,14:09,14856.6,30341.0,NA,NA,NA
1989,9,8,9,098,,14857.1,30340.0,NA,NA,NA
1989,9,21,1,099,15:46,15110.0,31019.7,NA,NA,NA
1989,9,21,1,099,,15108.8,31013.9,NA,NA,NA
1989,9,21,2,100,16:59,15096.4,30950.0,NA,NA,NA
1989,9,21,2,100,,15095.8,30946.2,NA,NA,NA
1989,10,6,1,101,10:15,14980.7,30551.7,NA,NA,NA
1989,10,6,1,101,,14980.4,30548.2,NA,NA,NA
1989,10,6,2,102,11:45,14964.1,30496.5,NA,NA,NA
1989,10,6,2,102,,14964.0,30493.4,NA,NA,NA
1989,10,6,3,103,12:51,14945.6,30498.4,NA,NA,NA
1989,10,6,3,103,,14945.4,30495.2,NA,NA,NA
1989,10,7,1,104,9:30,14914.3,30405.0,NA,NA,NA
1989,10,7,1,104,,14914.3,30403.3,NA,NA,NA
1989,10,7,2,105,NA,14956.2,30427.8,NA,NA,NA
1989,10,7,2,105,,14956.5,30425.3,NA,NA,NA
1989,10,7,3,106,NA,14995.8,30469.7,NA,NA,NA
1989,10,7,3,106,,14996.1,30468.0,NA,NA,NA
1989,10,8,1,107,8:25,14991.1,30401.6,NA,NA,NA
1989,10,8,1,107,,14991.7,30400.5,NA,NA,NA
1989,10,8,2,108,10:35,14956.1,30253.7,NA,NA,NA
1989,10,8,2,108,,14957.0,30254.5,NA,NA,NA
1989,10,8,3,109,11:00,14957.3,30258.1,NA,NA,NA
1989,10,8,3,109,,14957.9,30259.5,NA,NA,NA
1989,10,8,4,110,12:53,14922.1,30231.2,NA,NA,NA
1989,10,8,4,110,,14923.0,30233.3,NA,NA,NA
1989,10,8,5,111,NA,14950.4,30324.4,NA,NA,NA
1989,10,8,5,111,,14950.9,30326.9,NA,NA,NA
1989,10,8,6,112,NA,14960.2,30329.0,NA,NA,NA
1989,10,8,6,112,,14961.1,30331.3,NA,NA,NA
1989,10,9,1,113,12:37,1493.4,30595.4,NA,NA,NA
1989,10,9,1,113,,14943.3,30593.5,NA,NA,NA
1989,10,9,2,114,13:25,14929.2,30595.0,NA,NA,NA
1989,10,9,2,114,,14928.4,30595.4,NA,NA,NA
1989,10,9,3,115,14:13,14920.0,30556.0,NA,NA,NA
1989,10,9,3,115,,14918.9,30553.0,NA,NA,NA
1989,10,9,4,116,15:52,14884.4,30603.0,NA,NA,NA
1989,10,9,4,116,,14883.7,30600.5,NA,NA,NA
1989,10,9,5,117,16:49,14857.5,30557.0,NA,NA,NA
1989,10,9,5,117,,14856.8,30556.0,NA,NA,NA
1989,10,10,1,118,15:15,14867.2,30470.3,NA,NA,NA
1989,10,10,1,118,,14866.8,30468.5,NA,NA,NA
1989,10,10,2,119,15:48,14855.5,30415.7,NA,NA,NA
1989,10,10,2,119,,14855.2,30413.4,NA,NA,NA
1989,10,10,3,120,NA,14865.6,30419.3,NA,NA,NA
1989,10,10,3,120,,14865.3,30417.3,NA,NA,NA
1989,10,10,4,121,NA,14845.7,30360.9,NA,NA,NA
1989,10,10,4,121,,14845.4,30358.4,NA,NA,NA
1989,10,10,5,122,NA,14831.1,30300.4,NA,NA,NA
1989,10,10,5,122,,14830.7,30298.0,NA,NA,NA
1989,10,11,1,123,7:26,14889.1,30184.3,NA,NA,NA
1989,10,11,1,123,,14889.2,30181.8,NA,NA,NA
1989,10,11,2,124,8:46,14907.3,30264.4,NA,NA,NA
1989,10,11,2,124,,14907.4,30262.7,NA,NA,NA
1989,10,11,3,125,9:52,14909.1,30329.2,NA,NA,NA
1989,10,11,3,125,,14909.9,30328.7,NA,NA,NA
1989,10,11,4,126,11:26,14895.0,30412.7,NA,NA,NA
1989,10,11,4,126,,14895.9,30413.6,NA,NA,NA
1989,10,16,1,127,7:07,14918.7,30146.5,NA,NA,NA
1989,10,16,1,127,,14919.5,30148.6,NA,NA,NA
1989,10,16,2,128,NA,14908.5,30103.1,NA,NA,NA
1989,10,16,2,128,,14908.9,30104.2,NA,NA,NA
1989,10,16,3,129,NA,14920.6,30092.8,NA,NA,NA
1989,10,16,3,129,,14921.3,30094.0,NA,NA,NA
1989,10,16,4,130,NA,14932.5,30148.4,NA,NA,NA
1989,10,16,4,130,,14933.2,30151.0,NA,NA,NA
1989,10,18,1,131,14:51,14881.0,30012.9,NA,NA,NA
1989,10,18,1,131,,14880.4,30012.5,NA,NA,NA
1989,10,18,2,132,16:15,14900.1,29978.9,NA,NA,NA
1989,10,18,2,132,,14899.3,29978.7,NA,NA,NA
1989,10,18,3,133,17:07,14888.7,29957.3,NA,NA,NA
1989,10,18,3,133,,14880.0,29957.2,NA,NA,NA
1989,10,19,1,134,8:30,14896.3,29907.4,NA,NA,NA
1989,10,19,1,134,,14895.4,29906.7,NA,NA,NA
1989,10,19,2,135,10:16,14913.1,29825.8,NA,NA,NA
1989,10,19,2,135,,14912.4,29825.2,NA,NA,NA
1989,10,19,3,136,NA,14905.7,29768.1,NA,NA,NA
1989,10,19,3,136,,14905.1,29766.7,NA,NA,NA
1989,10,19,4,137,13:02,14884.2,29643.0,NA,NA,NA
1989,10,19,4,137,,14883.5,29641.9,NA,NA,NA
1989,10,19,5,138,13:54,14882.9,29608.8,NA,NA,NA
1989,10,19,5,138,,14882.2,29607.2,NA,NA,NA
1989,10,19,6,139,NA,14866.4,29618.1,NA,NA,NA
1989,10,19,6,139,,14865.9,29617.1,NA,NA,NA
1989,10,23,1,140,8:14,14875.3,29518.5,NA,NA,NA
1989,10,23,1,140,,14875.2,29520.0,NA,NA,NA
1989,10,23,2,141,9:21,14888.0,29520.4,NA,NA,NA
1989,10,23,2,141,,14887.5,29521.7,NA,NA,NA
1989,10,23,3,142,10:31,14904.6,29591.9,NA,NA,NA
1989,10,23,3,142,,14904.4,29594.4,NA,NA,NA
1989,10,24,1,143,10:54,14929.8,29683.9,NA,NA,NA
1989,10,24,1,143,,14929.3,29683.7,NA,NA,NA
1989,10,24,2,144,11:23,14929.6,29685.8,NA,NA,NA
1989,10,24,2,144,,14929.5,29687.4,NA,NA,NA
1989,10,24,3,145,12:22,14928.4,29731.0,NA,NA,NA
1989,10,24,3,145,,14928.3,29733.3,NA,NA,NA
1989,10,24,4,146,13:19,14940.0,29786.2,NA,NA,NA
1989,10,24,4,146,,14939.7,29787.6,NA,NA,NA
1989,10,24,5,147,16:09,14877.1,29836.4,NA,NA,NA
1989,10,24,5,147,,14876.8,29837.2,NA,NA,NA
1989,10,24,6,148,17:02,14871.3,29862.4,NA,NA,NA
1989,10,24,6,148,,14871.2,29862.4,NA,NA,NA
1989,10,25,1,149,7:35,14834.8,29904.6,NA,NA,NA
1989,10,25,1,149,,14834.7,29901.7,NA,NA,NA
1989,10,25,2,150,8:38,14829.8,29826.8,NA,NA,NA
1989,10,25,2,150,,14829.6,29824.6,NA,NA,NA
1989,10,25,3,151,9:30,14830.8,29823.9,NA,NA,NA
1989,10,25,3,151,,14830.5,29822.4,NA,NA,NA
1989,10,25,4,152,11:26,14859.1,29746.9,NA,NA,NA
1989,10,25,4,152,,14858.9,29745.0,NA,NA,NA
1989,10,26,1,153,9:06,14857.1,29705.3,NA,NA,NA
1989,10,26,1,153,,14856.9,29703.5,NA,NA,NA
1989,10,26,2,154,10:12,14836.2,29688.5,NA,NA,NA
1989,10,26,2,154,,14835.9,29686.8,NA,NA,NA
1989,10,26,3,155,12:04,14827.1,29634.3,NA,NA,NA
1989,10,26,3,155,,14826.9,29632.0,NA,NA,NA
1989,10,26,4,156,13:00,14812.7,29740.7,NA,NA,NA
1989,10,26,4,156,,14812.2,29738.6,NA,NA,NA
1989,10,26,5,157,13:35,14805.3,29722.6,NA,NA,NA
1989,10,26,5,157,,14804.5,29720.6,NA,NA,NA
1989,10,26,6,158,14:47,14779.3,29639.7,NA,NA,NA
1989,10,26,6,158,,14778.7,29638.1,NA,NA,NA
1989,10,27,1,159,7:30,14766.6,29727.3,NA,NA,NA
1989,10,27,1,159,,14766.6,29725.0,NA,NA,NA
1989,10,27,2,160,8:35,14772.0,29780.8,NA,NA,NA
1989,10,27,2,160,,14772.2,29778.7,NA,NA,NA
1989,10,27,3,161,9:28,14786.2,29828.0,NA,NA,NA
1989,10,27,3,161,,14786.5,29826.1,NA,NA,NA
1989,10,27,4,162,10:52,14782.9,29921.7,NA,NA,NA
1989,10,27,4,162,,14783.5,29920.0,NA,NA,NA
1989,10,27,5,163,16:26,14740.1,29921.6,NA,NA,NA
1989,10,27,5,163,,14740.7,29919.3,NA,NA,NA
1989,10,28,1,164,10:03,14732.5,29924.7,NA,NA,NA
1989,10,28,1,164,,14732.9,29922.7,NA,NA,NA
1989,10,28,2,165,11:32,14745.9,30035.1,NA,NA,NA
1989,10,28,2,165,,14745.0,30033.0,NA,NA,NA
1989,10,28,3,166,12:08,14746.3,30050.5,NA,NA,NA
1989,10,28,3,166,,14745.9,30049.0,NA,NA,NA
1989,10,28,4,167,15:18,14775.1,30050.3,NA,NA,NA
1989,10,28,4,167,,14774.4,30050.6,NA,NA,NA
1989,10,29,1,168,7:59,14850.4,30059.4,NA,NA,NA
1989,10,29,1,168,,14851.2,30060.9,NA,NA,NA
1989,10,29,2,169,8:55,14830.6,30052.1,NA,NA,NA
1989,10,29,2,169,,14831.2,30054.3,NA,NA,NA
1989,10,29,3,170,9:59,14843.9,30134.0,NA,NA,NA
1989,10,29,3,170,,14844.6,30136.4,NA,NA,NA
1989,10,29,4,171,10:49,14852.6,30121.4,NA,NA,NA
1989,10,29,4,171,,14853.3,301123.6,NA,NA,NA
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
